ds,yhat,yhat_lower,yhat_upper,entidad
2025-03-07,22.815641714930933,-7.32713573507764,54.420688730345816,BancoAlimentaÉ
2025-03-08,13.491865584504863,-17.698182050171475,45.32892675073213,BancoAlimentaÉ
2025-03-09,8.089932884502435,-23.909825972596874,37.815169877770636,BancoAlimentaÉ
2025-03-10,10.27395734085375,-21.370406669765188,43.52181292852759,BancoAlimentaÉ
2025-03-11,13.058401778852812,-18.22685265541311,46.69622088206066,BancoAlimentaÉ
2025-03-12,11.030229951053599,-20.126037182444286,41.02277629172607,BancoAlimentaÉ
2025-03-13,11.003802014293111,-18.90466644835888,45.445808000541994,BancoAlimentaÉ
2025-03-14,22.393555417411903,-10.366556176872953,54.17075514039736,BancoAlimentaÉ
2025-03-15,13.081435596022086,-18.21490797694997,45.2655713520008,BancoAlimentaÉ
2025-03-16,7.6911592049647854,-22.779457815314316,39.881194789712666,BancoAlimentaÉ
2025-03-17,9.875183661356779,-23.970758721664307,42.47578288267317,BancoAlimentaÉ
2025-03-18,12.659628099342093,-20.471444936587183,43.2929002809995,BancoAlimentaÉ
2025-03-19,10.643948331533812,-18.58488951071571,42.39357667114148,BancoAlimentaÉ
2025-03-20,10.630012454737225,-21.339376362640007,42.53090214253725,BancoAlimentaÉ
2025-03-21,22.032257917894157,-10.136032908652073,51.83704658457723,BancoAlimentaÉ
2025-03-22,12.732630156495475,-17.677324516724788,44.42201459682015,BancoAlimentaÉ
2025-03-23,7.3548458254523315,-25.164609615307818,38.90270470992677,BancoAlimentaÉ
2025-03-24,9.551362341829803,-21.847298872078206,43.82607657915009,BancoAlimentaÉ
2025-03-25,12.348298839816945,-22.225127626949423,43.291876993208454,BancoAlimentaÉ
2025-03-26,10.332619072024423,-19.901867388883236,42.8861117332947,BancoAlimentaÉ
2025-03-27,10.318683195221992,-19.431572160407416,43.744403721203,BancoAlimentaÉ
2025-03-28,21.720928658373865,-11.893759394172527,54.169553010394644,BancoAlimentaÉ
2025-03-29,12.434189444961167,-17.445116234369426,44.06381021046383,BancoAlimentaÉ
2025-03-31,9.278698726290205,-22.134630346258348,40.219527105237354,BancoAlimentaÉ
2025-04-01,12.088523772306228,-20.1065433986143,43.088264952320756,BancoAlimentaÉ
2025-04-02,10.08573255250464,-21.92828655694704,40.7805501852125,BancoAlimentaÉ
2025-04-04,21.49981923485612,-10.847696526085992,54.95708625444945,BancoAlimentaÉ
2025-04-05,12.213080021434553,-20.040801172063677,43.884188958273675,BancoAlimentaÉ
2025-04-06,6.84818423841203,-26.035154831287915,39.71572514157789,BancoAlimentaÉ
2025-04-07,9.057589302778231,-23.491867373031553,42.13859297127139,BancoAlimentaÉ
2025-04-08,11.867414348766635,-20.972878511450055,44.38467699450769,BancoAlimentaÉ
2025-04-09,9.87730489897384,-22.948598323489673,44.96936852436759,BancoAlimentaÉ
2025-04-10,9.888939340196922,-22.926737246858863,42.85476509188818,BancoAlimentaÉ
2025-04-11,21.31675512132788,-13.159906897933785,51.431988558695714,BancoAlimentaÉ
2025-04-12,12.042697677900238,-20.011281859371323,44.74480865633975,BancoAlimentaÉ
2025-04-13,6.690483664886976,-24.917166380979022,37.862122735041474,BancoAlimentaÉ
2025-04-14,8.912570499266256,-23.689970322571988,43.748886977952026,BancoAlimentaÉ
2025-04-15,11.735077315255921,-19.611750792127463,43.905699437999345,BancoAlimentaÉ
2025-04-16,9.74496786547546,-24.293540636372036,41.75366862828182,BancoAlimentaÉ
2025-04-17,9.756602306687093,-22.792242644609995,40.66134634481388,BancoAlimentaÉ
2025-04-19,11.93434839838133,-20.021737655470474,45.010008915079425,BancoAlimentaÉ
2025-04-20,6.594128262361924,-23.865939106121356,37.823896176095396,BancoAlimentaÉ
2025-04-21,8.82820897373928,-22.75446761288109,42.212648503161034,BancoAlimentaÉ
2025-04-22,11.662709666738818,-22.312062236448973,47.38268062257099,BancoAlimentaÉ
2025-04-23,9.684594093944666,-21.633613380715556,41.25137712937538,BancoAlimentaÉ
2025-04-24,9.708222412171857,-23.25782816281798,42.460835677263525,BancoAlimentaÉ
2025-04-25,21.148032070289837,-10.107798196828078,53.85222525844403,BancoAlimentaÉ
2025-04-26,11.885968503847018,-19.986485603153078,44.069925099846365,BancoAlimentaÉ
2025-04-27,6.545748367846672,-24.006510390810444,40.27303196390782,BancoAlimentaÉ
2025-04-28,8.790954066212302,-23.134367958866914,41.1532451489405,BancoAlimentaÉ
2025-04-29,11.636579746213663,-20.711933700819728,41.24667023186531,BancoAlimentaÉ
2025-04-30,9.669589160435889,-21.517622796876882,41.11230486522478,BancoAlimentaÉ
2025-05-01,9.704342465656621,-21.364670086760857,41.361006384006885,BancoAlimentaÉ
2025-05-02,21.15527711077209,-8.944660341461013,52.51975796718863,BancoAlimentaÉ
2025-05-03,11.904338531371941,-20.956774931162848,43.16395035228256,BancoAlimentaÉ
2025-05-04,6.575243382334219,-26.23289675749299,37.919856024991205,BancoAlimentaÉ
2025-05-05,8.820449080700328,-24.600042892339136,42.34992532575795,BancoAlimentaÉ
2025-05-06,11.666074760688513,-19.526572230920177,41.41140161678557,BancoAlimentaÉ
2025-05-07,9.69908417490509,-22.890671252242313,38.522396590659405,BancoAlimentaÉ
2025-05-08,9.743558992406136,-21.784080860563897,43.387177437749784,BancoAlimentaÉ
2025-05-09,21.204215149854342,-9.899241824199239,54.35715413185447,BancoAlimentaÉ
2025-05-10,11.962998082737627,-19.673839236521317,44.72065637333348,BancoAlimentaÉ
2025-05-11,6.643624445996565,-25.68743922793953,37.82666868393029,BancoAlimentaÉ
2025-05-12,8.898551656688351,-21.367693395371084,45.085312557331996,BancoAlimentaÉ
2025-05-13,11.753898848977794,-19.173021328089625,44.291486976929065,BancoAlimentaÉ
2025-05-14,9.796629775485304,-22.013290217056635,41.42249343468064,BancoAlimentaÉ
2025-05-15,9.841104592996302,-20.495467806124147,44.08670619170284,BancoAlimentaÉ
2025-05-16,21.301760750435317,-8.52088205126002,50.248965126233536,BancoAlimentaÉ
2025-05-17,12.068729631111019,-20.856602565151,44.022490233849474,BancoAlimentaÉ
2025-05-18,6.757541942184114,-26.499100231903327,38.60146135453688,BancoAlimentaÉ
2025-05-19,9.020655100648758,-24.017533326219198,40.29252107043825,BancoAlimentaÉ
2025-05-20,11.884188240746257,-20.17224070784682,44.2096559476651,BancoAlimentaÉ
2025-05-21,9.93510511505451,-22.829524453397013,42.45250203302807,BancoAlimentaÉ
2025-05-22,9.987765880375669,-21.706056724391452,40.9662014600499,BancoAlimentaÉ
2025-05-23,21.456607985616298,-10.842927818175657,52.77706837677787,BancoAlimentaÉ
2025-05-24,12.223576866328244,-19.218524067566346,42.61214824626311,BancoAlimentaÉ
2025-05-25,6.912389177359062,-26.590102797331323,39.47806237165633,BancoAlimentaÉ
2025-05-26,9.18148896542178,-24.84415709970375,38.35083063276051,BancoAlimentaÉ
2025-05-27,12.05100873513554,-20.688827157348676,44.03199056568805,BancoAlimentaÉ
2025-05-28,10.107912239034723,-20.55623654761744,44.582200268411846,BancoAlimentaÉ
2025-05-29,10.166559633965838,-20.658753642153723,42.63607448202122,BancoAlimentaÉ
2025-05-30,21.641388368786785,-10.158936982059807,51.99286775319394,BancoAlimentaÉ
2025-05-31,12.414343879101633,-21.45160642099404,44.0593460278373,BancoAlimentaÉ
2025-06-01,7.109142819746608,-24.200955066602642,39.02432040730789,BancoAlimentaÉ
2025-06-02,9.378242607824811,-25.364107901884843,42.06341479011366,BancoAlimentaÉ
2025-06-03,12.247762377495944,-21.485370434720576,44.372182339333136,BancoAlimentaÉ
2025-06-04,10.307965723625328,-21.92065595912693,44.78364072611376,BancoAlimentaÉ
2025-06-05,10.369912960750598,-22.945377467094126,42.71547632040121,BancoAlimentaÉ
2025-06-06,21.848041537769035,-10.85197046996961,53.31706599463883,BancoAlimentaÉ
2025-06-07,12.624296890267315,-19.343946271015774,47.278041526099486,BancoAlimentaÉ
2025-06-09,9.594795303397827,-24.61770788630456,41.117035546664134,BancoAlimentaÉ
2025-06-10,12.46761491528523,-17.563592930481796,44.442055192179836,BancoAlimentaÉ
2025-06-11,10.527818261405539,-21.340470068128575,45.18961178918829,BancoAlimentaÉ
2025-06-12,10.589765498540766,-24.808333364878724,42.65938407735775,BancoAlimentaÉ
2025-06-13,22.06789407555001,-9.593423344326999,48.91075651408451,BancoAlimentaÉ
2025-06-14,12.844149428048405,-19.291993889376492,45.847352924322465,BancoAlimentaÉ
2025-06-15,7.542248248455689,-25.928968050785333,40.929813302657635,BancoAlimentaÉ
2025-06-16,9.81464791627201,-20.193927525320085,42.41482584065208,BancoAlimentaÉ
2025-06-17,12.687467565722676,-17.548903195035358,45.93622775161215,BancoAlimentaÉ
2025-06-18,10.7476709493723,-19.49135225211149,42.33784197806527,BancoAlimentaÉ
2025-06-19,10.80961822407247,-21.503068919895274,41.458301415481486,BancoAlimentaÉ
2025-06-20,22.287746838619377,-7.396577451404475,55.66006523459955,BancoAlimentaÉ
2025-06-21,13.064002228659804,-18.171639175954578,45.00414131116531,BancoAlimentaÉ
2025-06-22,7.762101049076345,-24.033528326667106,39.376963665069184,BancoAlimentaÉ
2025-06-23,10.034500716890744,-20.57424841073071,43.77186875068217,BancoAlimentaÉ
2025-06-24,12.907320352919516,-17.96847994903283,47.442760555478124,BancoAlimentaÉ
2025-06-25,10.96752372316179,-21.464757024460738,41.95900278117779,BancoAlimentaÉ
2025-06-26,11.029470984396532,-21.11132709775499,42.42515895425323,BancoAlimentaÉ
2025-06-27,22.507599585549904,-7.8557390468447315,55.34705751153278,BancoAlimentaÉ
2025-06-28,13.283854962152594,-19.01517365233764,44.72598872084949,BancoAlimentaÉ
2025-06-29,7.981953769167271,-25.122146229380135,38.453123896432075,BancoAlimentaÉ
2025-06-30,10.254353423558427,-22.640246421487955,41.13508848383716,BancoAlimentaÉ
2025-07-01,13.127173059596503,-18.61624324348522,44.01992059421507,BancoAlimentaÉ
2025-07-02,11.18737642981064,-23.08155680017034,42.92116982874455,BancoAlimentaÉ
2025-07-03,11.249323712251861,-21.509700096630336,44.50656677774751,BancoAlimentaÉ
2025-07-04,22.727452334604436,-10.946707849491744,53.539739077260094,BancoAlimentaÉ
2025-07-05,13.503707732394576,-18.793351606782203,47.05554679507104,BancoAlimentaÉ
2025-07-06,8.201806560594527,-24.037010875791726,42.148738490508514,BancoAlimentaÉ
2025-07-07,10.474206236207674,-21.543264637733404,42.31037187857832,BancoAlimentaÉ
2025-07-08,13.347025893414449,-18.5734443494301,44.359619029227865,BancoAlimentaÉ
2025-07-09,11.407229284833699,-21.14567427134209,44.193058282539404,BancoAlimentaÉ
2025-07-10,11.469176567295879,-21.450252716686556,43.109250809471085,BancoAlimentaÉ
2025-07-11,22.947305189639266,-9.83951884149961,54.45858673529646,BancoAlimentaÉ
2025-07-13,8.421659415645733,-24.085820137707202,39.379644279300024,BancoAlimentaÉ
2025-07-14,10.694059094564674,-21.324770690152373,42.771219183821486,BancoAlimentaÉ
2025-07-15,13.56687875508782,-16.767702152660235,43.035156321303724,BancoAlimentaÉ
2025-07-16,11.627082149813118,-21.75217353590736,42.38787890705235,BancoAlimentaÉ
2025-07-17,11.68902943555972,-20.750801640203072,43.625774824092936,BancoAlimentaÉ
2025-07-18,23.16715806124968,-9.263401493757435,56.42040805012889,BancoAlimentaÉ
2025-07-19,13.943413462383596,-20.384258514496864,49.269068553299256,BancoAlimentaÉ
2025-07-20,8.641512293867747,-22.14890587130876,41.05227772757871,BancoAlimentaÉ
2025-07-21,10.913911972797361,-19.983880969065883,44.11926319556216,BancoAlimentaÉ
2025-07-22,13.786731633322333,-18.15214047815666,46.74083689345573,BancoAlimentaÉ
2025-07-23,11.846934974606286,-21.789496901319914,43.92569793438658,BancoAlimentaÉ
2025-07-24,11.908882206917356,-20.359545600893345,44.77233100609028,BancoAlimentaÉ
2025-07-25,23.38701077915203,-8.490829086270047,56.124691793638156,BancoAlimentaÉ
2025-07-26,14.163266126824555,-18.10857359759286,47.52514035464116,BancoAlimentaÉ
2025-07-27,8.861364904884464,-22.119831340737754,39.37523690968061,BancoAlimentaÉ
2025-07-29,14.006584137434155,-17.77061851249098,47.48128296965821,BancoAlimentaÉ
2025-07-30,12.066787478745493,-20.33085073660041,44.1693354598377,BancoAlimentaÉ
2025-07-31,12.128734711033694,-22.198455918329728,44.192281777969825,BancoAlimentaÉ
2025-08-01,23.606863283271245,-8.63327051811356,55.648481176097675,BancoAlimentaÉ
2025-08-02,14.383118651562851,-18.448679748272472,44.37587250161362,BancoAlimentaÉ
2025-08-03,9.081217450264862,-21.592336070179638,39.90604846993541,BancoAlimentaÉ
2025-08-04,11.353617096334652,-22.996122791573935,43.00126526883909,BancoAlimentaÉ
2025-08-05,14.226436724057741,-16.528172837386496,45.59860954642214,BancoAlimentaÉ
2025-08-06,12.286640085991376,-18.910506785419955,43.43607386476123,BancoAlimentaÉ
2025-08-07,12.348587338928482,-18.132108469828278,45.91151058837894,BancoAlimentaÉ
2025-08-08,23.826715931775585,-7.8972550598436895,54.955128641478225,BancoAlimentaÉ
2025-08-09,14.602971300068814,-18.196598584477947,49.75084282812731,BancoAlimentaÉ
2025-08-10,9.301070098759784,-23.244219770365472,40.27651344017941,BancoAlimentaÉ
2025-08-11,11.573469753093866,-21.14566780454442,43.99686370662254,BancoAlimentaÉ
2025-08-12,14.446289389026813,-17.116917962383788,44.25727058413639,BancoAlimentaÉ
2025-08-13,12.506492759185383,-19.96325741964377,44.42660720420807,BancoAlimentaÉ
2025-08-14,12.568440020345651,-18.961524671014345,42.54391887463301,BancoAlimentaÉ
2025-08-15,24.046568621408444,-8.648062075952776,55.98214461102655,BancoAlimentaÉ
2025-08-16,14.822823997960255,-16.902143396136736,44.59807247619399,BancoAlimentaÉ
2025-08-17,9.52092280484515,-19.81244245092467,43.40833844614377,BancoAlimentaÉ
2025-08-18,11.793322459164706,-21.130590573755622,42.363356448127085,BancoAlimentaÉ
2025-08-19,14.666142095107526,-20.08739995368831,48.479268526719785,BancoAlimentaÉ
2025-08-20,12.726345465252406,-19.505404890544217,48.3736532203465,BancoAlimentaÉ
2025-08-21,12.78829271628032,-17.343802179173693,46.07476992029306,BancoAlimentaÉ
2025-08-22,24.26642130720094,-10.106446211593182,56.744419656492596,BancoAlimentaÉ
2025-08-23,15.042676673603916,-16.84948365598182,48.723290840014364,BancoAlimentaÉ
2025-08-25,12.013175114522975,-21.047905523845664,42.82224510771366,BancoAlimentaÉ
2025-08-26,14.885994740325105,-17.912591388178825,46.05300797915209,BancoAlimentaÉ
2025-08-27,12.946198100332834,-22.89650738069904,43.376445002677016,BancoAlimentaÉ
2025-08-28,13.008145351370704,-19.059420913315375,43.722039888676335,BancoAlimentaÉ
2025-08-29,24.486273942283404,-6.710839971821776,55.4733521577916,BancoAlimentaÉ
2025-08-30,15.26252930867752,-17.92189635359492,50.521824784899295,BancoAlimentaÉ
2025-08-31,9.960628104780968,-21.538908120625734,43.73964290492982,BancoAlimentaÉ
2025-09-01,12.233027748297316,-19.599410380367424,45.801856451836656,BancoAlimentaÉ
2025-09-02,15.105847373392374,-18.437886153310583,47.61297893577725,BancoAlimentaÉ
2025-09-03,13.166050732755453,-19.749982585574916,44.252776513509886,BancoAlimentaÉ
2025-09-04,13.227997983098174,-21.318431456451172,47.23236319674676,BancoAlimentaÉ
2025-09-05,24.70612657337916,-8.548528746701898,55.19575541870685,BancoAlimentaÉ
2025-09-06,15.482381939092253,-14.560596745900808,47.32372055770288,BancoAlimentaÉ
2025-09-08,12.452880378719385,-20.77005657194303,42.89264143749473,BancoAlimentaÉ
2025-09-09,15.325700003838751,-15.296504557989898,46.93877879843544,BancoAlimentaÉ
2025-09-10,13.385903363184712,-17.96438783152092,45.63547127475027,BancoAlimentaÉ
2025-09-11,13.447850613537385,-17.818246022027754,44.87116866475506,BancoAlimentaÉ
2025-09-12,24.925979203798693,-7.943316051193294,56.67304303443681,BancoAlimentaÉ
2025-09-13,15.702234569522385,-17.283480446946218,46.889494960872,BancoAlimentaÉ
2025-09-14,10.400333365628954,-22.434698737825446,44.17747365225469,BancoAlimentaÉ
2025-09-15,12.672733009128828,-19.724631954768622,47.482376955788496,BancoAlimentaÉ
2025-09-16,15.545552634262641,-14.266114253236815,48.318666074914304,BancoAlimentaÉ
2025-09-17,13.60575599360296,-18.576804872467207,46.07419395824937,BancoAlimentaÉ
2025-09-18,13.667703243971198,-15.051166786011695,45.932902410028206,BancoAlimentaÉ
2025-09-19,25.145831834229988,-5.213963928264676,57.492035003994005,BancoAlimentaÉ
2025-09-20,15.922087199980956,-15.868708418490872,48.17773616536138,BancoAlimentaÉ
2025-09-22,12.892585639550898,-23.480582706722746,44.20040783408795,BancoAlimentaÉ
2025-09-23,15.76540526470097,-17.068622430719202,47.420214730292905,BancoAlimentaÉ
2025-09-24,13.825608624043227,-18.42428832173909,44.48551502358614,BancoAlimentaÉ
2025-09-25,13.887555874405004,-18.06558448507556,48.13512301820092,BancoAlimentaÉ
2025-09-26,25.365684464658738,-5.442205097183644,58.22052927098857,BancoAlimentaÉ
2025-09-27,16.14193983040339,-14.931933415892804,47.95600577954594,BancoAlimentaÉ
2025-09-29,13.112438270002972,-16.955773620959317,45.795266425588245,BancoAlimentaÉ
2025-09-30,15.9852578951393,-16.659073050313825,45.36350531069085,BancoAlimentaÉ
2025-10-01,14.045461254471874,-16.339685882294393,44.49078638729269,BancoAlimentaÉ
2025-10-02,14.107408504838816,-18.891922894955805,46.475188057263146,BancoAlimentaÉ
2025-10-03,25.585537095090032,-8.428331583288035,56.554366250980735,BancoAlimentaÉ
2025-10-04,16.361792460818123,-16.23240800459413,48.625581290075935,BancoAlimentaÉ
2025-10-05,11.05989125690093,-24.278586681653145,41.70784034913439,BancoAlimentaÉ
2025-10-06,13.33229090041242,-14.350413052288834,48.88645162414641,BancoAlimentaÉ
2025-10-07,16.205110525548758,-15.18827264599569,48.119951741760985,BancoAlimentaÉ
2025-10-08,14.265313884901133,-16.699455384492595,42.67602245421011,BancoAlimentaÉ
2025-10-09,14.327261135237377,-18.43080933886328,45.80733298580033,BancoAlimentaÉ
2025-10-10,25.805389725520058,-4.466339438669285,59.53796553423861,BancoAlimentaÉ
2025-10-11,16.581645091232858,-15.916046213849432,48.12857532114967,BancoAlimentaÉ
2025-10-12,11.279743887347323,-21.211533402313382,43.375062229884456,BancoAlimentaÉ
2025-10-13,13.552143530849492,-19.64030214651575,45.840332060454394,BancoAlimentaÉ
2025-10-14,16.424963155987086,-15.480731794709671,44.877097258511924,BancoAlimentaÉ
2025-10-15,14.485166515319381,-15.346543187922187,49.12526305855488,BancoAlimentaÉ
2025-10-16,14.547113765671186,-17.412683841738506,45.408343904009605,BancoAlimentaÉ
2025-10-17,26.02524235594087,-7.157453788474138,60.99476254543877,BancoAlimentaÉ
2025-10-18,16.801497721662987,-12.984831899048228,50.007044744619726,BancoAlimentaÉ
2025-10-19,11.499596517771314,-20.782823992893164,44.02051202494779,BancoAlimentaÉ
2025-10-20,13.77199616127156,-16.97465385321642,46.787465842178456,BancoAlimentaÉ
2025-10-21,16.644815786410977,-16.962489053563214,49.45484001815345,BancoAlimentaÉ
2025-10-22,14.705019145737626,-20.644852857167304,44.901203318291564,BancoAlimentaÉ
2025-10-23,14.766966396110401,-17.586367395831147,47.018962783371244,BancoAlimentaÉ
2025-10-24,26.245094986370887,-8.20061279067723,58.089404675135285,BancoAlimentaÉ
2025-10-25,17.021350352077725,-12.557019157744252,49.68972069531715,BancoAlimentaÉ
2025-10-26,11.719449148195306,-19.181622706685033,43.9833826273874,BancoAlimentaÉ
2025-10-27,13.991848791708628,-18.390115714763766,46.51996410293094,BancoAlimentaÉ
2025-10-28,16.864668416842914,-14.970567447026946,49.66190635487865,BancoAlimentaÉ
2025-10-29,14.924871776177897,-16.833380299446404,46.00962802016276,BancoAlimentaÉ
2025-10-30,14.986819026538807,-20.70429976190012,48.02202248930848,BancoAlimentaÉ
2025-10-31,26.464947616802185,-3.768753475902483,58.74626378688571,BancoAlimentaÉ
2025-11-01,17.241202982500155,-14.79263884148478,50.81545354435742,BancoAlimentaÉ
2025-11-02,11.939301778629103,-19.901158230076867,42.39806689769718,BancoAlimentaÉ
2025-11-03,14.211701422130696,-19.81549993364323,45.769927933303016,BancoAlimentaÉ
2025-11-04,17.08452104726681,-15.456400924108106,51.62020590524524,BancoAlimentaÉ
2025-11-05,15.144724406596145,-18.07992874373479,48.367491463110134,BancoAlimentaÉ
2025-11-06,15.20667165697802,-17.886131799758207,46.597516884399035,BancoAlimentaÉ
2025-11-07,26.68480024723221,-5.681217506172883,60.675458994006526,BancoAlimentaÉ
2025-11-08,17.461055612966426,-15.892953444499053,47.87770319521201,BancoAlimentaÉ
2025-11-09,12.159154409053095,-21.978853712329165,42.454340955578516,BancoAlimentaÉ
2025-11-10,14.431554052582772,-20.01511908072542,48.065126050450274,BancoAlimentaÉ
2025-11-11,17.30437367770514,-14.580462653903949,48.00758789961119,BancoAlimentaÉ
2025-11-12,15.364577037046809,-18.739179096385758,48.35487081767131,BancoAlimentaÉ
2025-11-13,15.426524287376584,-16.098303271026356,46.65016283014575,BancoAlimentaÉ
2025-11-14,26.90465287766351,-2.353995872887889,59.823234972244535,BancoAlimentaÉ
2025-11-15,17.680908243388856,-13.375567381871384,49.37698126936776,BancoAlimentaÉ
2025-11-16,12.379007039477084,-20.5455282364946,41.78955699913941,BancoAlimentaÉ
2025-11-17,14.65140668300484,-17.777816145655645,47.34371102574343,BancoAlimentaÉ
2025-11-18,17.52422630812903,-17.168830615415168,50.702172151279136,BancoAlimentaÉ
2025-11-19,15.584429667465058,-17.213809985914484,45.027012057562196,BancoAlimentaÉ
2025-11-20,15.646376917810391,-15.208888426781758,47.111127280272235,BancoAlimentaÉ
2025-11-21,27.124505508092255,-5.150991884161118,60.71778630669143,BancoAlimentaÉ
2025-11-22,17.90076087381129,-13.952107395193513,49.70104695223269,BancoAlimentaÉ
2025-11-23,12.59885966991368,-19.62413443596258,47.29713704161053,BancoAlimentaÉ
2025-11-24,14.871259313414287,-15.485406400172586,47.726766703599885,BancoAlimentaÉ
